"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","%D","ADP","Ros","GP","G","A","A1","A2","PIM","SOG","Shot%","TS%","PPP","Hit","Blk","TOIES","TOIPP","TOISH","Cor","ZS%"
"*04l8w*","Parker Kelly","COL","C,LW","395","FA","26","@LAK Tue 8:30PM","1,460,000","1st","237.55","2.97","0","-","20%","80","8","11","8","3","29","99","8.1","3.8","0","161","72","861:18","02:12","156:00","58","0.32"
"*03wpm*","Charlie McAvoy","BOS","D","396","Sam","27","","3,582,129","2024","237.35","4.75","100","93.4","97%","50","7","16","7","9","46","98","7.1","3.4","4","89","81","931:20","165:32","86:39","21","0.68"
"*02wy4*","Max Domi","TOR","C,RW","397","FA","30","","1,451,000","1st","236.1","3.19","3","473.3","32%","74","8","25","19","6","76","93","8.6","4.3","7","32","30","958:53","88:52","00:55","-103","0.60"
"*03ril*","Adam Gaudette","SJS","C,RW","398","FA","28","","1,371,000","1st","236","2.91","0","-","15%","81","19","7","4","3","12","90","21.1","9.9","3","68","28","726:05","113:03","05:05","34","0.68"
"*02jrw*","Yanni Gourde","TBL","C","399","FA","33","","1,433,000","1st","235.75","4.14","0","1341.2","28%","57","7","24","11","13","52","75","9.3","4.5","1","109","36","826:55","24:57","62:50","75","0.47"
"*05ubx*","Ryker Evans","SEA","D","400","FA","23","","1,445,000","1st","235.05","3.22","0","1309.2","59%","73","5","20","10","10","30","59","8.5","2.9","3","123","106","1302:09","53:10","66:46","-139","0.53"
"*02b42*","Joel Edmundson","LAK","D","401","FA","32","COL Tue 8:30PM","1,431,000","1st","234.7","3.22","0","-","17%","73","6","14","6","8","22","91","6.6","2.5","1","100","108","1342:54","08:03","152:06","22","0.53"
"*04f0o*","Filip Chytil","VAN","C","402","Logan","26","","1,666,000","1st","234.35","4.18","12","392.1","48%","56","13","13","7","6","18","133","9.8","5.1","5","19","13","752:25","85:21","00:26","17","0.66"
"*042x0*","Brandon Duhaime","WSH","LW,RW","403","FA","28","","1,434,000","1st","233.85","2.85","0","-","18%","82","9","12","7","5","98","83","10.8","5.1","0","165","65","908:16","01:37","184:18","-86","0.16"
"*01mje*","Casey Cizikas","NYI","C,LW","404","FA","34","","1,397,000","1st","233.4","2.85","0","-","16%","82","7","10","8","2","41","97","7.2","3.6","1","202","66","993:59","06:16","69:05","-39","0.43"
"*04f0y*","Mario Ferraro","SJS","D","405","FA","26","","1,434,000","1st","233.3","2.99","0","-","32%","78","5","12","7","5","53","79","6.3","2.4","0","150","125","1452:58","06:52","209:29","-201","0.42"
"*02npd*","Teddy Blueger","VAN","C,LW","406","FA","31","","1,434,000","1st","233.3","2.85","0","-","17%","82","8","18","11","7","39","94","8.5","4.3","0","104","43","995:43","05:28","172:50","-69","0.40"
"*04zo3*","Nick Robertson","TOR","LW,RW","407","FA","23","","1,424,000","1st","232.65","3.37","0","-","41%","69","15","7","5","2","16","112","13.4","6.5","2","79","33","754:30","70:11","03:30","-19","0.61"
"*04f0u*","Dylan Samberg","WPG","D","409","Jason","26","","1,128,000","1st","232.5","3.87","5","414.9","35%","60","6","14","10","4","26","95","6.3","2.7","1","56","120","1116:08","05:44","146:23","68","0.42"
"*04an5*","Miro Heiskanen","DAL","D","410","Daniel","26","","3,541,488","2024","232.35","4.65","97","98.9","98%","50","5","20","5","15","10","108","4.6","1.7","7","17","85","1044:43","179:10","34:08","135","0.63"
"*01gjz*","Gustav Nyquist","WPG","LW,RW","411","FA","36","","1,427,000","1st","232.1","2.94","0","-","22%","79","11","17","8","9","16","103","10.7","4.7","3","44","30","1099:19","128:41","103:26","204","0.61"
"*059e4*","Connor Zary","CGY","C,LW","412","Logan","23","","1,505,000","1st","231.2","4.28","19","318","63%","54","13","14","5","9","14","111","11.7","6.2","9","26","26","750:39","117:19","00:02","101","0.64"
"*034uz*","Nathan Walker","STL","LW,RW","413","FA","31","","1,421,000","1st","231.15","3.17","0","-","20%","73","8","8","5","3","63","72","11.1","6.0","0","281","61","823:55","07:06","52:45","-123","0.33"
"*050tk*","Joel Kiviranta","COL","LW,RW","414","FA","29","@LAK Tue 8:30PM","1,415,000","1st","230.3","2.92","0","-","11%","79","16","7","4","3","20","84","19.0","10.0","0","114","38","872:57","05:40","110:37","50","0.37"
"*05tas*","Olen Zellweger","ANA","D","415","Seth","21","","1,759,000","1st","230.25","3.71","66","225.2","81%","62","7","13","8","5","20","130","5.4","2.3","5","37","72","1021:57","148:59","04:29","-77","0.63"
"*03ecc*","Danton Heinen","PIT","LW,RW","416","FA","30","@NYR Tue 6:00PM","1,357,000","1st","229.45","2.9","0","-","14%","79","9","20","9","11","31","81","11.1","5.5","2","81","37","927:58","58:27","75:34","-4","0.54"
"*04qy7*","Kevin Bahl","CGY","D","417","FA","25","","1,398,000","1st","228.65","3.13","0","-","26%","73","3","17","9","8","35","82","3.7","1.4","1","109","116","1371:13","07:44","182:19","-47","0.47"
"*01gjn*","Erik Haula","NSH","C,LW","418","FA","34","","1,387,000","1st","225.75","3.27","0","-","19%","69","11","10","7","3","39","110","10.0","5.6","5","101","35","866:18","45:26","102:51","-28","0.48"
"*02ybo*","Rasmus Ristolainen","PHI","D","420","Jason","30","","1,708,000","1st","225.25","3.58","0","-","22%","63","4","15","4","11","14","100","4.0","2.1","3","97","94","1109:19","65:30","118:13","-18","0.44"
"*04f26*","Alexei Toropchenko","STL","LW,RW","421","FA","26","","1,384,000","1st","225.25","2.82","0","-","19%","80","4","14","6","8","25","90","4.4","2.3","0","223","53","900:24","06:04","92:56","-143","0.32"
"*02fq7*","Dylan DeMelo","WPG","D","422","FA","32","","1,381,000","1st","224.75","2.74","0","1314.2","25%","82","3","16","7","9","38","75","4.0","1.6","0","137","112","1585:09","07:01","173:29","12","0.58"
"*0440o*","Zachary Aston-Reese","CBJ","LW","423","FA","31","","1,380,000","1st","224.45","2.84","0","-","9%","79","6","11","6","5","27","101","5.9","3.1","0","179","58","962:02","08:03","92:03","-139","0.41"
"*042vu*","Ryan Lindgren","SEA","D","424","FA","27","","1,377,000","1st","224.1","3.11","0","-","16%","72","4","18","5","13","40","63","6.3","2.0","0","80","128","1237:53","01:07","179:41","-23","0.51"
"*05r9l*","Justin Danforth","BUF","C,RW","425","FA","32","","1,347,000","1st","223.8","3.67","0","-","17%","61","9","12","7","5","18","94","9.6","6.4","1","126","49","752:11","23:56","101:20","-76","0.41"
"*03rew*","Erik Cernak","TBL","D","426","FA","28","","1,374,000","1st","223.55","2.94","1","1121.3","26%","76","3","18","8","10","50","64","4.7","1.6","0","157","99","1206:58","02:16","178:34","-96","0.37"
"*03yg6*","Timothy Liljegren","SJS","D","428","FA","26","","1,370,000","1st","222.9","3.28","0","-","30%","68","6","11","3","8","38","102","5.9","2.4","4","64","111","1167:10","104:29","33:41","-162","0.53"
"*03rji*","Steven Lorentz","TOR","C,LW,RW","429","FA","29","","1,321,000","1st","222.45","2.78","0","-","13%","80","8","11","5","6","9","76","10.5","5.7","0","199","55","750:51","02:22","91:01","-107","0.25"
"*048w3*","Justin Brazeau","PIT","RW","430","FA","27","@NYR Tue 6:00PM","1,365,000","1st","222.05","2.92","0","-","21%","76","11","11","8","3","18","89","12.4","7.0","5","123","38","809:54","90:06","01:43","-66","0.50"
"*02npq*","Adam Pelech","NYI","D","431","Daniel","31","","1,105,000","1st","222.05","3.7","0","-","17%","60","0","21","4","17","32","109","0.0","0.0","1","73","87","1141:52","09:24","115:34","217","0.47"
"*04mx6*","Kaiden Guhle","MTL","D","432","Daniel","23","","1,187,000","1st","221.7","4.03","39","250.6","72%","55","6","12","9","3","47","71","8.5","3.5","0","104","124","1041:40","05:26","117:34","-156","0.44"
"*042xv*","Mikey Eyssimont","BOS","LW,RW","433","FA","28","","1,355,000","1st","220.4","2.86","0","-","13%","77","9","7","3","4","63","142","6.3","3.6","0","110","23","811:37","05:00","00:39","49","0.47"
"*02azh*","Jamie Oleksiak","SEA","D","434","FA","32","","1,353,000","1st","220.2","2.69","0","-","16%","82","4","13","8","5","34","66","6.1","2.3","0","74","159","1317:38","05:22","216:39","-201","0.39"
"*031qj*","Connor Clifton","PIT","D","435","FA","30","@NYR Tue 6:00PM","1,316,000","1st","220.1","3.02","0","-","30%","73","1","15","6","9","45","63","1.6","0.6","0","208","116","970:22","00:45","200:26","-169","0.34"
"*02ycl*","Trevor van Riemsdyk","WSH","D","436","FA","34","","1,345,000","1st","220","2.68","0","-","13%","82","1","20","9","11","34","80","1.3","0.5","0","10","151","1316:31","03:12","128:16","-54","0.46"
"*02wy1*","Jonathan Drouin","NYI","LW,RW","437","Nate","30","","2,107,000","1st","218.7","5.09","37","248.8","59%","43","11","26","15","11","6","56","19.6","9.7","12","14","12","648:59","131:59","00:53","266","0.72"
"*031oq*","Brett Pesce","NJD","D","438","FA","30","","1,342,000","1st","218.3","3.03","0","-","14%","72","3","14","9","5","29","99","3.0","1.4","0","24","138","1367:40","11:44","155:37","88","0.50"
"*06age*","Sam Malinski","COL","D","439","FA","27","@LAK Tue 8:30PM","1,341,000","1st","218.25","2.87","0","1351.2","26%","76","5","10","6","4","16","115","4.3","1.8","1","57","107","1171:16","18:31","22:44","124","0.45"
"*04zb8*","Phillip Tomasino","PIT","RW","440","FA","24","@NYR Tue 6:00PM","1,264,000","1st","218.05","3.57","0","1354.2","33%","61","11","13","9","4","8","104","10.6","6.2","8","63","23","708:17","88:40","00:06","42","0.63"
"*05m17*","Frank Nazar","CHI","C,RW","443","FA","21","@FLA Tue 3:00PM","1,332,000","1st","216.7","4.09","47","244.9","80%","53","12","14","8","6","24","91","13.2","7.0","4","30","35","719:02","70:32","51:37","-149","0.56"
"*03rj0*","Mason Appleton","DET","RW","444","Sam","29","","1,668,000","1st","216.4","3.05","0","-","16%","71","10","12","8","4","22","107","9.3","5.4","1","76","29","983:49","15:58","53:14","-20","0.30"
"*042vz*","Taylor Raddysh","NYR","RW","445","FA","27","PIT Tue 6:00PM","1,319,000","1st","215.85","2.7","0","-","13%","80","7","20","8","12","18","93","7.5","3.8","1","59","28","943:59","43:22","01:31","36","0.38"
"*03rg2*","Will Borgen","NYR","D","446","FA","28","PIT Tue 6:00PM","1,311,000","1st","215.7","2.57","0","-","18%","84","5","10","4","6","42","81","6.2","2.4","0","122","117","1320:29","07:08","107:14","-163","0.42"
"*01mnw*","Brian Dumoulin","LAK","D","447","FA","34","COL Tue 8:30PM","1,323,000","1st","215.3","2.69","0","-","10%","80","3","19","10","9","14","69","4.3","1.8","0","74","109","1386:59","02:20","174:11","-212","0.43"
"*042vk*","Andrew Peeke","BOS","D","448","FA","27","","1,323,000","1st","215.25","2.83","0","-","17%","76","1","16","9","7","15","80","1.3","0.5","0","105","126","1272:33","06:55","134:39","-192","0.46"
"*03wky*","Jalen Chatfield","CAR","D","449","FA","29","","1,314,000","1st","213.8","2.71","0","-","12%","79","7","11","4","7","54","114","6.1","2.3","0","64","64","1346:08","02:25","142:48","443","0.53"
"*01ztq*","Nick Bjugstad","STL","C,RW","450","FA","33","","1,309,000","1st","213","3.23","0","-","17%","66","8","11","8","3","16","115","7.0","3.9","1","104","29","764:21","44:49","03:43","32","0.51"
"*005ho*","Lars Eller","OTT","C","451","FA","36","","1,286,000","1st","212.55","2.66","0","-","13%","80","10","12","10","2","36","104","9.6","4.9","1","57","35","954:37","25:43","82:59","53","0.45"
"*02npb*","Colton Sissons","VGK","C","452","FA","31","","1,306,000","1st","212.5","2.95","0","-","15%","72","7","14","11","3","22","80","8.8","4.7","1","100","67","862:51","19:37","151:23","-80","0.33"
"*015hz*","Luke Schenn","WPG","D","454","FA","35","","1,296,000","1st","210.9","2.77","4","391.5","29%","76","1","6","2","4","45","77","1.3","0.5","0","300","104","1112:53","01:56","97:38","-81","0.37"
"*03ret*","A.J. Greer","FLA","LW","455","FA","28","CHI Tue 3:00PM","1,295,000","1st","210.7","2.6","0","-","15%","81","6","11","10","1","130","86","7.0","3.7","0","222","30","729:46","06:47","40:30","103","0.52"
"*04ld9*","Kirby Dach","MTL","C,RW","456","FA","24","","1,288,000","1st","209.8","3.68","3","478.8","56%","57","10","12","3","9","40","84","11.9","6.5","7","100","36","749:59","141:23","02:03","-126","0.71"
"*03rf7*","Yakov Trenin","MIN","LW,RW","457","FA","28","","1,289,000","1st","209.75","2.76","0","-","17%","76","7","8","5","3","54","85","8.2","3.9","0","241","32","855:60","03:49","91:26","-113","0.39"
"*04sxj*","Logan OConnor","COL","RW","458","FA","29","@LAK Tue 8:30PM","1,280,000","1st","208.3","2.6","0","-","12%","80","10","11","5","6","26","89","11.2","5.7","0","68","50","967:54","04:15","157:44","101","0.34"
"*04zp9*","Mavrik Bourque","DAL","C,RW","459","FA","23","","1,278,000","1st","208","2.85","1","1028.5","60%","73","11","14","7","7","8","80","13.8","6.7","3","46","37","837:17","42:15","46:24","73","0.45"
"*01uor*","Christopher Tanev","TOR","D","460","FA","35","","1,235,000","1st","207.6","2.77","0","-","18%","75","3","15","7","8","24","43","7.0","2.5","0","20","189","1293:28","02:59","184:45","-186","0.32"
"*01ztk*","Sam Carrick","NYR","C","461","FA","33","PIT Tue 6:00PM","1,258,000","1st","206.05","2.58","0","1378.2","12%","80","6","14","9","5","58","84","7.1","3.7","0","137","42","859:45","02:01","92:47","-167","0.23"
"*03pd1*","Noel Acciari","PIT","C,RW","462","FA","33","@NYR Tue 6:00PM","1,263,000","1st","205.5","2.6","0","-","15%","79","5","7","5","2","16","75","6.7","3.3","0","180","100","895:54","02:00","189:06","-223","0.20"
"*02oeo*","Nick Jensen","OTT","D","463","FA","34","","1,242,000","1st","205.15","2.89","0","-","13%","71","3","18","7","11","6","77","3.9","1.4","0","55","95","1275:28","18:51","141:20","15","0.50"
"*01zt2*","Kevin Hayes","PIT","C,LW","464","FA","33","@NYR Tue 6:00PM","1,261,000","1st","205.1","3.2","0","-","14%","64","13","10","4","6","8","98","13.3","6.7","7","52","11","630:48","118:05","22:09","51","0.55"
"*03res*","Brandon Carlo","TOR","D","465","FA","28","","1,249,000","1st","204.9","2.47","0","-","18%","83","1","11","1","10","37","77","1.3","0.5","0","90","157","1350:46","03:24","214:32","-258","0.32"
"*02g05*","Sean Kuraly","BOS","C","466","FA","32","","1,213,000","1st","204.85","2.5","0","-","11%","82","6","11","9","2","40","88","6.8","3.1","0","163","45","884:40","06:38","73:21","-60","0.33"
"*04r0z*","Cole Koepke","WPG","LW","467","FA","27","","1,258,000","1st","204.75","2.8","0","-","16%","73","10","7","5","2","17","85","11.8","6.2","0","177","26","763:57","03:59","53:02","-155","0.30"
"*04zor*","Nils Hoglander","VAN","LW,RW","468","FA","24","","1,258,000","1st","204.6","2.84","0","-","29%","72","8","17","10","7","30","83","9.6","5.3","1","76","23","824:02","48:39","00:39","5","0.58"
"*025me*","Brenden Dillon","NJD","D","469","FA","34","","1,250,000","1st","203.35","2.48","0","-","26%","82","2","14","1","13","67","48","4.2","1.1","0","191","108","1301:45","07:13","214:14","-4","0.55"
"*03mn4*","Sam Steel","DAL","C","470","FA","27","","1,243,000","1st","202.3","2.56","0","-","13%","79","6","19","9","10","31","89","6.7","3.4","0","60","26","947:30","13:38","155:57","49","0.41"
"*05yli*","Pavel Mintyukov","ANA","D","471","FA","21","","1,233,000","1st","200.55","2.95","11","407.2","67%","68","5","14","9","5","20","69","7.2","2.8","3","81","92","1077:58","60:05","58:33","-325","0.45"
"*04pn6*","Jonatan Berggren","DET","LW,RW","472","FA","25","","1,228,000","1st","199.85","2.66","0","1196.2","33%","75","12","12","8","4","14","88","13.6","6.6","5","41","16","911:44","61:33","00:00","-140","0.54"
"*04ln1*","Alex Turcotte","LAK","C,LW","473","FA","24","COL Tue 8:30PM","1,216,000","1st","199.8","2.94","0","1230.2","44%","68","9","16","11","5","20","79","11.4","6.1","1","46","30","741:03","56:45","00:18","96","0.51"
"*04ye7*","Cam York","PHI","D","474","FA","24","","1,213,000","1st","199.5","3.02","10","419.9","51%","66","4","13","6","7","26","65","6.2","2.4","0","60","126","1234:01","09:36","128:04","-75","0.45"
"*031qn*","Carson Soucy","NYR","D","476","FA","31","PIT Tue 6:00PM","1,220,000","1st","198.45","2.65","0","-","13%","75","4","9","3","6","46","81","4.9","2.0","0","115","106","1194:49","14:22","134:27","-179","0.42"
"*04f1d*","Johnathan Kovacevic","NJD","D","477","FA","28","","1,218,000","1st","198.2","2.45","0","-","18%","81","1","16","10","6","72","76","1.3","0.5","0","102","99","1396:22","06:53","201:41","24","0.37"
"*02azg*","Jonas Brodin","MIN","D","479","Sam","32","","1,342,000","1st","196.45","3.93","0","-","24%","50","4","16","3","13","18","71","5.6","2.2","0","27","104","1052:13","08:13","87:01","-55","0.50"
"*04amv*","Cody Glass","NJD","C,RW","480","FA","26","","1,204,000","1st","195.95","3.01","0","-","19%","65","6","16","12","4","16","91","6.6","3.2","2","53","38","769:13","38:59","79:25","129","0.52"
"*02nop*","Olli Maatta","UTA","D","481","FA","31","","1,201,000","1st","195.35","2.54","0","-","10%","77","2","16","9","7","16","73","2.7","1.1","0","25","124","1371:13","04:03","130:27","72","0.47"
"*04yu6*","Jamie Drysdale","PHI","D","483","FA","23","","1,184,000","1st","193.6","2.77","63","230","77%","70","7","13","5","8","22","63","11.1","3.8","7","18","102","1234:57","151:60","07:14","-117","0.66"
"*03w5q*","Joe Veleno","MTL","C","484","FA","25","","1,188,000","1st","193.25","2.61","0","-","18%","74","8","9","3","6","17","75","10.7","5.7","0","139","44","854:40","03:23","38:42","-150","0.43"
"*03rfx*","Tommy Novak","PIT","C,LW","485","Logan","28","@NYR Tue 6:00PM","1,454,000","1st","192.9","3.57","0","-","25%","54","13","9","7","2","4","92","14.1","8.4","5","6","26","642:33","71:17","00:39","107","0.65"
"*06aw5*","Uvis Balinskis","FLA","D","486","FA","29","CHI Tue 3:00PM","1,184,000","1st","192.65","2.53","0","-","16%","76","4","14","7","7","27","92","4.3","2.0","4","83","55","1021:59","74:38","32:11","184","0.63"
"*05kua*","Emil Heineman","NYI","LW","487","FA","23","","1,180,000","1st","192.05","3.1","0","1368.2","42%","62","10","8","5","3","20","64","15.6","6.2","5","173","24","642:40","63:19","00:20","-33","0.46"
"*04lcr*","Zach Whitecloud","VGK","D","488","FA","28","","1,175,000","1st","191.15","2.58","0","-","18%","74","4","9","5","4","37","72","5.6","2.1","0","117","103","1216:00","00:48","79:00","88","0.54"
"*02i6q*","Nate Schmidt","UTA","D","489","FA","34","","1,174,000","1st","191","2.39","0","-","11%","80","5","14","9","5","30","70","7.1","2.4","4","82","71","1165:16","98:29","58:37","295","0.62"
"*04f80*","Morgan Barron","WPG","C,LW","490","FA","26","","1,167,000","1st","189.9","2.57","0","-","12%","74","8","7","5","2","16","92","8.7","4.7","0","122","38","674:28","03:40","89:38","11","0.29"
